+-----------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------------+--------+---------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-----------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------------+--------+---------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                    | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                    | Exists | Ore Dict keys                   | NBT                                                                                                                                                                                   |
+-----------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------------+--------+---------------------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Apotheosis                  | apotheosis:hellshelf                                         |    1064 |    false |    5450 |         0 | Hellshelf                                       | true   |                                 |                                                                                                                                                                                       |
| Apotheosis                  | apotheosis:prismatic_altar                                   |    1065 |    false |    5461 |         0 | Altar of the Sea                                | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockaltar                                     |    1081 |     true |    5533 |         0 | Luminous Crafting Table                         | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockaltar                                     |    1081 |     true |    5533 |         1 | Starlight Crafting Altar                        | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockaltar                                     |    1081 |     true |    5533 |         2 | Celestial Altar                                 | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockaltar                                     |    1081 |     true |    5533 |         3 | Iridescent Altar                                | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockattunementaltar                           |    1082 |    false |    5505 |         0 | Attunement Altar                                | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockattunementrelay                           |    1083 |    false |    5506 |         0 | Spectral Relay                                  | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    1074 |     true |    5525 |         0 | Sooty Marble                                    | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    1074 |     true |    5525 |         1 | Sooty Marble Bricks                             | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    1074 |     true |    5525 |         2 | Sooty Marble Pillar                             | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    1074 |     true |    5525 |         3 | Sooty Marble Arch                               | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    1074 |     true |    5525 |         4 | Chiseled Sooty Marble                           | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    1074 |     true |    5525 |         5 | Engraved Sooty Marble                           | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockblackmarble                               |    1074 |     true |    5525 |         6 | Runed Sooty Marble                              | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockbore                                      |    1079 |    false |    5504 |         0 | Evershifting Fountain                           | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockborehead                                  |    1080 |     true |    5527 |         0 | Neromantic Prime                                | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockborehead                                  |    1080 |     true |    5527 |         1 | Fysallidic Prime                                | true   |                                 |                                                                                                                                                                                       |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.aevitas",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}    |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.armara",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}     |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.bootes",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}     |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.discidia",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}   |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.evorsio",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}    |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.fornax",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}     |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.horologium",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}} |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.lucerna",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}    |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.mineralis",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}  |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.octans",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}     |
| Astral Sorcery              | astralsorcery:blockcelestialcollectorcrystal                 |    1102 |     true |    5535 |         0 | Floating Crystal                                | true   |                                 | {astralsorcery:{constellationName:"astralsorcery.constellation.pelotrio",crystalProperties:{collectiveCapability:100,size:900,fract:0,purity:100,sizeOverride:-1},collectorType:1}}   |
